Name_p1,Type_1_p1,Type_2_p1,HP_p1,Attack_p1,Defense_p1,SpAtk_p1,SpDef_p1,Speed_p1,Generation_p1,Legendary_p1,Name_p2,Type_1_p2,Type_2_p2,HP_p2,Attack_p2,Defense_p2,SpAtk_p2,SpDef_p2,Speed_p2,Generation_p2,Legendary_p2,label
672,13,17,100.0,73.0,83.0,73.0,83.0,55.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,1
771,0,7,65.0,65.0,45.0,75.0,45.0,95.0,2.0,0,284,5,17,50,120,53,35,110,87,1,0,0
752,0,13,40.0,35.0,30.0,20.0,20.0,50.0,1.0,0,284,5,17,50,120,53,35,110,87,1,0,1
344,2,14,80.0,90.0,80.0,130.0,110.0,110.0,3.0,1,284,5,17,50,120,53,35,110,87,1,0,0
297,14,17,85.0,73.0,70.0,73.0,115.0,67.0,1.0,0,284,5,17,50,120,53,35,110,87,1,0,1
15,3,17,90.0,75.0,85.0,115.0,90.0,55.0,2.0,0,284,5,17,50,120,53,35,110,87,1,0,1
704,13,5,83.0,106.0,65.0,86.0,65.0,85.0,4.0,0,284,5,17,50,120,53,35,110,87,1,0,1
119,13,7,85.0,90.0,80.0,70.0,80.0,130.0,2.0,0,284,5,17,50,120,53,35,110,87,1,0,0
709,9,7,99.0,68.0,83.0,72.0,87.0,51.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,1
605,0,8,1.0,90.0,45.0,30.0,30.0,40.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,1
66,9,13,45.0,49.0,49.0,65.0,65.0,45.0,1.0,0,284,5,17,50,120,53,35,110,87,1,0,1
54,12,17,255.0,10.0,10.0,75.0,135.0,55.0,2.0,0,284,5,17,50,120,53,35,110,87,1,0,1
267,13,17,70.0,43.0,53.0,43.0,53.0,40.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,1
545,15,10,70.0,84.0,70.0,65.0,70.0,51.0,2.0,0,284,5,17,50,120,53,35,110,87,1,0,1
387,17,7,65.0,40.0,70.0,80.0,140.0,70.0,2.0,0,284,5,17,50,120,53,35,110,87,1,0,1
475,1,7,60.0,85.0,42.0,85.0,42.0,91.0,2.0,0,284,5,17,50,120,53,35,110,87,1,0,0
648,11,18,70.0,40.0,50.0,55.0,50.0,25.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,1
216,3,11,50.0,65.0,107.0,105.0,107.0,86.0,4.0,0,284,5,17,50,120,53,35,110,87,1,0,1
698,6,17,45.0,60.0,40.0,70.0,50.0,45.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,1
314,0,17,50.0,75.0,45.0,40.0,45.0,60.0,5.0,0,284,5,17,50,120,53,35,110,87,1,0,1
396,5,14,30.0,40.0,55.0,40.0,55.0,60.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,1
396,5,14,30.0,40.0,55.0,40.0,55.0,60.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,1
547,12,17,71.0,82.0,64.0,64.0,59.0,112.0,4.0,0,284,5,17,50,120,53,35,110,87,1,0,0
349,12,17,110.0,85.0,95.0,80.0,95.0,50.0,4.0,0,284,5,17,50,120,53,35,110,87,1,0,1
349,12,17,110.0,85.0,95.0,80.0,95.0,50.0,4.0,0,284,5,17,50,120,53,35,110,87,1,0,1
355,12,17,78.0,70.0,61.0,50.0,61.0,100.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,0
355,12,17,78.0,70.0,61.0,50.0,61.0,100.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,0
720,12,7,80.0,115.0,80.0,65.0,55.0,93.0,5.0,0,284,5,17,50,120,53,35,110,87,1,0,0
264,9,17,50.0,65.0,45.0,85.0,65.0,95.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,0
770,8,17,38.0,30.0,85.0,55.0,65.0,30.0,5.0,0,284,5,17,50,120,53,35,110,87,1,0,0
478,13,10,81.0,102.0,77.0,85.0,75.0,85.0,1.0,0,284,5,17,50,120,53,35,110,87,1,0,1
746,17,17,170.0,90.0,45.0,90.0,45.0,60.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,1
520,12,7,40.0,45.0,40.0,35.0,35.0,56.0,1.0,0,284,5,17,50,120,53,35,110,87,1,0,1
321,16,17,60.0,80.0,95.0,70.0,85.0,50.0,5.0,0,284,5,17,50,120,53,35,110,87,1,0,1
560,2,7,105.0,150.0,90.0,150.0,90.0,95.0,3.0,1,284,5,17,50,120,53,35,110,87,1,0,0
663,10,3,109.0,66.0,84.0,81.0,99.0,32.0,5.0,0,284,5,17,50,120,53,35,110,87,1,0,1
36,15,18,72.0,105.0,115.0,54.0,86.0,68.0,6.0,0,284,5,17,50,120,53,35,110,87,1,0,1
484,0,10,31.0,45.0,90.0,30.0,30.0,40.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,1
65,17,17,55.0,65.0,35.0,60.0,30.0,85.0,4.0,0,284,5,17,50,120,53,35,110,87,1,0,1
604,9,7,100.0,103.0,75.0,120.0,75.0,127.0,4.0,1,284,5,17,50,120,53,35,110,87,1,0,0
486,0,7,61.0,90.0,45.0,50.0,50.0,160.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,0
155,8,7,150.0,80.0,44.0,90.0,54.0,80.0,4.0,0,284,5,17,50,120,53,35,110,87,1,0,1
598,12,17,35.0,46.0,34.0,35.0,45.0,20.0,2.0,0,284,5,17,50,120,53,35,110,87,1,0,1
755,9,4,60.0,67.0,85.0,77.0,75.0,116.0,5.0,0,284,5,17,50,120,53,35,110,87,1,0,0
242,13,7,75.0,80.0,70.0,65.0,75.0,90.0,1.0,0,284,5,17,50,120,53,35,110,87,1,0,0
587,0,16,70.0,130.0,100.0,55.0,80.0,65.0,2.0,0,284,5,17,50,120,53,35,110,87,1,0,1
71,9,17,50.0,85.0,40.0,85.0,40.0,35.0,3.0,0,284,5,17,50,120,53,35,110,87,1,0,1
453,0,17,50.0,20.0,55.0,25.0,25.0,30.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
340,17,11,130.0,85.0,80.0,85.0,95.0,60.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
110,5,17,105.0,140.0,95.0,55.0,65.0,45.0,5.0,0,338,10,7,89,145,90,105,80,91,5,1,1
438,17,1,70.0,140.0,70.0,110.0,65.0,105.0,3.0,0,338,10,7,89,145,90,105,80,91,5,1,0
444,9,17,80.0,82.0,100.0,83.0,100.0,80.0,2.0,0,338,10,7,89,145,90,105,80,91,5,1,1
197,9,16,44.0,50.0,91.0,24.0,86.0,10.0,5.0,0,338,10,7,89,145,90,105,80,91,5,1,1
96,14,17,45.0,30.0,50.0,65.0,50.0,45.0,4.0,0,338,10,7,89,145,90,105,80,91,5,1,1
62,16,14,67.0,89.0,116.0,79.0,116.0,33.0,4.0,0,338,10,7,89,145,90,105,80,91,5,1,1
566,17,17,35.0,65.0,35.0,65.0,35.0,65.0,2.0,0,338,10,7,89,145,90,105,80,91,5,1,1
594,11,18,90.0,60.0,70.0,75.0,70.0,45.0,3.0,0,338,10,7,89,145,90,105,80,91,5,1,1
117,14,17,120.0,70.0,120.0,75.0,130.0,85.0,4.0,0,338,10,7,89,145,90,105,80,91,5,1,1
461,14,4,20.0,25.0,45.0,70.0,90.0,60.0,4.0,0,338,10,7,89,145,90,105,80,91,5,1,1
593,17,17,80.0,92.0,65.0,65.0,80.0,68.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
777,2,3,100.0,150.0,120.0,120.0,100.0,90.0,5.0,1,338,10,7,89,145,90,105,80,91,5,1,1
193,12,7,65.0,90.0,65.0,61.0,61.0,100.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,0
300,6,5,76.0,104.0,71.0,104.0,71.0,108.0,4.0,0,338,10,7,89,145,90,105,80,91,5,1,0
42,0,7,60.0,70.0,50.0,100.0,50.0,65.0,3.0,0,338,10,7,89,145,90,105,80,91,5,1,1
261,13,17,80.0,80.0,50.0,40.0,50.0,25.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
239,10,7,75.0,95.0,125.0,45.0,75.0,95.0,4.0,0,338,10,7,89,145,90,105,80,91,5,1,0
535,12,17,85.0,80.0,70.0,135.0,75.0,90.0,4.0,0,338,10,7,89,145,90,105,80,91,5,1,1
577,12,7,70.0,83.0,50.0,37.0,50.0,60.0,5.0,0,338,10,7,89,145,90,105,80,91,5,1,1
549,17,10,95.0,85.0,85.0,65.0,65.0,35.0,2.0,0,338,10,7,89,145,90,105,80,91,5,1,1
646,12,7,40.0,60.0,30.0,31.0,31.0,70.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
669,0,18,40.0,30.0,32.0,50.0,52.0,65.0,3.0,0,338,10,7,89,145,90,105,80,91,5,1,1
719,1,17,95.0,65.0,110.0,60.0,130.0,65.0,2.0,0,338,10,7,89,145,90,105,80,91,5,1,1
470,14,4,40.0,45.0,65.0,100.0,120.0,90.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
326,17,17,30.0,105.0,90.0,25.0,25.0,50.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
330,10,1,95.0,117.0,80.0,65.0,70.0,92.0,5.0,0,338,10,7,89,145,90,105,80,91,5,1,0
0,9,11,90.0,92.0,75.0,92.0,85.0,60.0,4.0,0,338,10,7,89,145,90,105,80,91,5,1,1
570,10,15,80.0,85.0,95.0,30.0,30.0,25.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
148,10,17,90.0,120.0,120.0,60.0,60.0,50.0,2.0,0,338,10,7,89,145,90,105,80,91,5,1,1
236,11,17,80.0,80.0,80.0,80.0,80.0,80.0,3.0,0,338,10,7,89,145,90,105,80,91,5,1,1
74,15,4,50.0,50.0,150.0,50.0,150.0,50.0,6.0,0,338,10,7,89,145,90,105,80,91,5,1,1
181,3,7,55.0,75.0,60.0,75.0,60.0,103.0,5.0,0,338,10,7,89,145,90,105,80,91,5,1,1
77,17,1,45.0,90.0,20.0,65.0,20.0,65.0,3.0,0,338,10,7,89,145,90,105,80,91,5,1,1
743,1,7,70.0,55.0,75.0,45.0,65.0,60.0,5.0,0,338,10,7,89,145,90,105,80,91,5,1,1
325,13,17,40.0,65.0,95.0,60.0,45.0,35.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
713,3,17,35.0,55.0,40.0,45.0,40.0,60.0,5.0,0,338,10,7,89,145,90,105,80,91,5,1,1
277,3,12,62.0,55.0,52.0,109.0,94.0,109.0,6.0,0,338,10,7,89,145,90,105,80,91,5,1,1
122,11,17,70.0,50.0,30.0,95.0,135.0,105.0,5.0,0,338,10,7,89,145,90,105,80,91,5,1,0
35,8,17,64.0,115.0,65.0,83.0,63.0,65.0,3.0,0,338,10,7,89,145,90,105,80,91,5,1,1
172,12,17,55.0,55.0,50.0,45.0,65.0,55.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
92,9,17,45.0,49.0,65.0,49.0,65.0,45.0,2.0,0,338,10,7,89,145,90,105,80,91,5,1,1
329,10,1,60.0,82.0,45.0,45.0,45.0,74.0,5.0,0,338,10,7,89,145,90,105,80,91,5,1,1
746,17,17,170.0,90.0,45.0,90.0,45.0,60.0,3.0,0,338,10,7,89,145,90,105,80,91,5,1,1
560,2,7,105.0,150.0,90.0,150.0,90.0,95.0,3.0,1,338,10,7,89,145,90,105,80,91,5,1,0
651,8,1,50.0,92.0,108.0,92.0,108.0,35.0,4.0,0,338,10,7,89,145,90,105,80,91,5,1,1
676,11,10,50.0,50.0,40.0,30.0,30.0,50.0,2.0,0,338,10,7,89,145,90,105,80,91,5,1,1
434,1,8,50.0,85.0,125.0,85.0,115.0,20.0,3.0,0,338,10,7,89,145,90,105,80,91,5,1,1
505,9,17,50.0,53.0,48.0,53.0,48.0,64.0,5.0,0,338,10,7,89,145,90,105,80,91,5,1,1
205,17,17,85.0,105.0,55.0,85.0,50.0,115.0,4.0,0,338,10,7,89,145,90,105,80,91,5,1,0
744,6,17,38.0,41.0,40.0,50.0,65.0,65.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
734,14,6,100.0,100.0,100.0,100.0,100.0,100.0,5.0,1,338,10,7,89,145,90,105,80,91,5,1,0
541,17,17,50.0,52.0,48.0,65.0,50.0,55.0,1.0,0,338,10,7,89,145,90,105,80,91,5,1,1
587,0,16,70.0,130.0,100.0,55.0,80.0,65.0,2.0,0,338,10,7,89,145,90,105,80,91,5,1,1
562,12,17,110.0,160.0,110.0,80.0,110.0,100.0,4.0,1,338,10,7,89,145,90,105,80,91,5,1,0
249,2,17,45.0,50.0,35.0,55.0,75.0,40.0,6.0,0,338,10,7,89,145,90,105,80,91,5,1,1
453,0,17,50.0,20.0,55.0,25.0,25.0,30.0,1.0,0,414,2,10,108,170,115,120,95,92,4,0,1
580,17,17,95.0,100.0,85.0,108.0,70.0,70.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
367,17,17,43.0,30.0,55.0,40.0,65.0,97.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,0
521,12,7,50.0,55.0,50.0,36.0,30.0,43.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,0
93,6,17,44.0,58.0,44.0,58.0,44.0,61.0,4.0,0,414,2,10,108,170,115,120,95,92,4,0,1
492,9,1,70.0,70.0,40.0,60.0,40.0,60.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,1
73,6,10,70.0,100.0,70.0,105.0,75.0,40.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,1
469,3,9,50.0,65.0,107.0,105.0,107.0,86.0,4.0,0,414,2,10,108,170,115,120,95,92,4,0,1
252,14,17,70.0,55.0,95.0,95.0,110.0,65.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
390,17,4,70.0,20.0,50.0,20.0,50.0,40.0,2.0,0,414,2,10,108,170,115,120,95,92,4,0,1
683,9,17,100.0,100.0,125.0,110.0,50.0,50.0,4.0,0,414,2,10,108,170,115,120,95,92,4,0,1
419,0,5,80.0,185.0,115.0,40.0,105.0,75.0,2.0,0,414,2,10,108,170,115,120,95,92,4,0,1
419,0,5,80.0,185.0,115.0,40.0,105.0,75.0,2.0,0,414,2,10,108,170,115,120,95,92,4,0,1
239,10,7,75.0,95.0,125.0,45.0,75.0,95.0,4.0,0,414,2,10,108,170,115,120,95,92,4,0,0
476,14,17,116.0,55.0,85.0,107.0,95.0,29.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
669,0,18,40.0,30.0,32.0,50.0,52.0,65.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,1
662,12,17,85.0,110.0,90.0,45.0,90.0,80.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
705,12,7,62.0,77.0,62.0,50.0,42.0,65.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,0
0,9,11,90.0,92.0,75.0,92.0,85.0,60.0,4.0,0,414,2,10,108,170,115,120,95,92,4,0,1
601,0,9,45.0,53.0,70.0,40.0,60.0,42.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
516,17,17,80.0,80.0,80.0,80.0,80.0,80.0,4.0,0,414,2,10,108,170,115,120,95,92,4,0,1
173,13,17,35.0,60.0,44.0,40.0,54.0,55.0,1.0,0,414,2,10,108,170,115,120,95,92,4,0,1
709,9,7,99.0,68.0,83.0,72.0,87.0,51.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,0
129,6,17,70.0,90.0,45.0,15.0,45.0,50.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
573,15,17,55.0,75.0,85.0,25.0,25.0,15.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
681,6,7,78.0,81.0,71.0,74.0,69.0,126.0,6.0,0,414,2,10,108,170,115,120,95,92,4,0,0
338,10,7,89.0,145.0,90.0,105.0,80.0,91.0,5.0,1,414,2,10,108,170,115,120,95,92,4,0,0
78,0,17,50.0,35.0,55.0,25.0,25.0,15.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,1
267,13,17,70.0,43.0,53.0,43.0,53.0,40.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,1
633,17,14,90.0,65.0,65.0,40.0,40.0,15.0,1.0,0,414,2,10,108,170,115,120,95,92,4,0,1
5,16,8,60.0,50.0,150.0,50.0,150.0,60.0,6.0,0,414,2,10,108,170,115,120,95,92,4,0,1
314,0,17,50.0,75.0,45.0,40.0,45.0,60.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
632,17,14,95.0,75.0,80.0,100.0,110.0,30.0,2.0,0,414,2,10,108,170,115,120,95,92,4,0,1
426,16,4,50.0,105.0,125.0,55.0,95.0,50.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,1
713,3,17,35.0,55.0,40.0,45.0,40.0,60.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
385,3,17,70.0,75.0,60.0,105.0,60.0,105.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,0
500,17,2,90.0,120.0,100.0,150.0,120.0,100.0,4.0,1,414,2,10,108,170,115,120,95,92,4,0,0
497,15,10,35.0,45.0,160.0,30.0,45.0,70.0,1.0,0,414,2,10,108,170,115,120,95,92,4,0,1
167,8,17,20.0,40.0,90.0,30.0,90.0,25.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,1
133,12,17,70.0,65.0,65.0,55.0,55.0,70.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,1
724,11,17,51.0,65.0,65.0,80.0,75.0,59.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
227,0,16,71.0,120.0,95.0,120.0,95.0,99.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,0
406,0,13,65.0,150.0,40.0,15.0,80.0,145.0,1.0,0,414,2,10,108,170,115,120,95,92,4,0,0
452,16,14,60.0,75.0,100.0,55.0,80.0,50.0,3.0,0,414,2,10,108,170,115,120,95,92,4,0,1
217,12,17,75.0,80.0,60.0,65.0,90.0,102.0,6.0,0,414,2,10,108,170,115,120,95,92,4,0,0
14,9,13,114.0,85.0,70.0,85.0,80.0,30.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
753,9,13,65.0,90.0,50.0,85.0,45.0,55.0,1.0,0,414,2,10,108,170,115,120,95,92,4,0,1
225,8,13,30.0,35.0,30.0,100.0,35.0,80.0,1.0,0,414,2,10,108,170,115,120,95,92,4,0,1
121,0,15,70.0,95.0,125.0,65.0,75.0,45.0,5.0,0,414,2,10,108,170,115,120,95,92,4,0,1
453,0,17,50.0,20.0,55.0,25.0,25.0,30.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,1
684,12,17,75.0,100.0,95.0,40.0,70.0,110.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,0
164,0,16,58.0,109.0,112.0,48.0,48.0,109.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,0
404,12,4,103.0,60.0,126.0,80.0,126.0,50.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,1
521,12,7,50.0,55.0,50.0,36.0,30.0,43.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,1
731,9,13,80.0,82.0,83.0,100.0,100.0,80.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,1
555,14,4,28.0,25.0,25.0,45.0,35.0,40.0,3.0,0,293,1,6,75,90,50,110,80,95,2,0,1
113,9,4,40.0,27.0,60.0,37.0,50.0,66.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,1
200,3,17,70.0,55.0,55.0,80.0,60.0,45.0,2.0,0,293,1,6,75,90,50,110,80,95,2,0,1
73,6,10,70.0,100.0,70.0,105.0,75.0,40.0,3.0,0,293,1,6,75,90,50,110,80,95,2,0,1
472,13,17,105.0,105.0,75.0,65.0,100.0,50.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,1
561,11,17,80.0,50.0,100.0,100.0,200.0,50.0,3.0,1,293,1,6,75,90,50,110,80,95,2,0,1
664,13,1,63.0,63.0,47.0,41.0,41.0,74.0,4.0,0,293,1,6,75,90,50,110,80,95,2,0,1
6,15,7,80.0,105.0,65.0,60.0,75.0,130.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,0
390,17,4,70.0,20.0,50.0,20.0,50.0,40.0,2.0,0,293,1,6,75,90,50,110,80,95,2,0,1
502,5,17,67.0,82.0,62.0,46.0,48.0,43.0,6.0,0,293,1,6,75,90,50,110,80,95,2,0,1
777,2,3,100.0,150.0,120.0,120.0,100.0,90.0,5.0,1,293,1,6,75,90,50,110,80,95,2,0,1
777,2,3,100.0,150.0,120.0,120.0,100.0,90.0,5.0,1,293,1,6,75,90,50,110,80,95,2,0,1
231,15,17,85.0,135.0,130.0,60.0,80.0,25.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,1
204,12,7,45.0,50.0,43.0,40.0,38.0,62.0,6.0,0,293,1,6,75,90,50,110,80,95,2,0,1
38,17,17,70.0,92.0,65.0,80.0,55.0,98.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,0
440,16,10,75.0,125.0,230.0,55.0,95.0,30.0,2.0,0,293,1,6,75,90,50,110,80,95,2,0,0
138,14,17,50.0,95.0,90.0,95.0,90.0,180.0,3.0,1,293,1,6,75,90,50,110,80,95,2,0,1
11,2,7,75.0,70.0,90.0,70.0,105.0,80.0,3.0,0,293,1,6,75,90,50,110,80,95,2,0,1
481,13,17,46.0,57.0,40.0,40.0,40.0,50.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,1
149,16,8,59.0,110.0,150.0,45.0,49.0,35.0,6.0,0,293,1,6,75,90,50,110,80,95,2,0,1
112,17,15,55.0,55.0,85.0,65.0,85.0,35.0,2.0,0,293,1,6,75,90,50,110,80,95,2,0,1
479,13,10,90.0,92.0,87.0,75.0,85.0,76.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,1
304,16,14,100.0,100.0,100.0,100.0,100.0,100.0,3.0,1,293,1,6,75,90,50,110,80,95,2,0,0
748,17,17,59.0,63.0,80.0,65.0,80.0,58.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,1
338,10,7,89.0,145.0,90.0,105.0,80.0,91.0,5.0,1,293,1,6,75,90,50,110,80,95,2,0,1
55,3,17,45.0,60.0,32.0,50.0,32.0,76.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,1
18,6,17,90.0,110.0,80.0,100.0,80.0,95.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,1
213,17,17,41.0,56.0,40.0,62.0,44.0,71.0,6.0,0,293,1,6,75,90,50,110,80,95,2,0,1
228,8,13,60.0,65.0,60.0,130.0,75.0,110.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,0
782,1,2,72.0,85.0,70.0,65.0,70.0,58.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,1
63,16,14,57.0,24.0,86.0,24.0,86.0,23.0,4.0,0,293,1,6,75,90,50,110,80,95,2,0,1
288,14,8,80.0,110.0,60.0,150.0,130.0,70.0,6.0,1,293,1,6,75,90,50,110,80,95,2,0,1
290,12,7,60.0,30.0,30.0,36.0,56.0,50.0,2.0,0,293,1,6,75,90,50,110,80,95,2,0,1
202,6,17,65.0,130.0,60.0,95.0,110.0,65.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,1
733,10,2,50.0,70.0,50.0,50.0,50.0,70.0,3.0,0,293,1,6,75,90,50,110,80,95,2,0,1
572,5,17,40.0,70.0,40.0,35.0,40.0,60.0,4.0,0,293,1,6,75,90,50,110,80,95,2,0,1
355,12,17,78.0,70.0,61.0,50.0,61.0,100.0,3.0,0,293,1,6,75,90,50,110,80,95,2,0,0
175,3,17,75.0,123.0,67.0,95.0,85.0,95.0,4.0,0,293,1,6,75,90,50,110,80,95,2,0,1
599,9,17,75.0,75.0,95.0,75.0,95.0,113.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,0
172,12,17,55.0,55.0,50.0,45.0,65.0,55.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,1
229,15,10,40.0,80.0,100.0,30.0,30.0,20.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,1
57,15,17,50.0,80.0,95.0,10.0,45.0,10.0,4.0,0,293,1,6,75,90,50,110,80,95,2,0,1
679,4,17,95.0,65.0,65.0,110.0,130.0,60.0,6.0,0,293,1,6,75,90,50,110,80,95,2,0,1
92,9,17,45.0,49.0,65.0,49.0,65.0,45.0,2.0,0,293,1,6,75,90,50,110,80,95,2,0,1
346,0,9,75.0,103.0,80.0,70.0,80.0,92.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,1
500,17,2,90.0,120.0,100.0,150.0,120.0,100.0,4.0,1,293,1,6,75,90,50,110,80,95,2,0,0
563,15,17,80.0,100.0,200.0,50.0,100.0,50.0,3.0,1,293,1,6,75,90,50,110,80,95,2,0,1
740,6,18,80.0,110.0,120.0,130.0,90.0,70.0,6.0,1,293,1,6,75,90,50,110,80,95,2,0,1
503,5,1,95.0,124.0,78.0,69.0,71.0,58.0,6.0,0,293,1,6,75,90,50,110,80,95,2,0,1
299,0,17,65.0,47.0,55.0,73.0,75.0,85.0,3.0,0,293,1,6,75,90,50,110,80,95,2,0,1
560,2,7,105.0,150.0,90.0,150.0,90.0,95.0,3.0,1,293,1,6,75,90,50,110,80,95,2,0,1
651,8,1,50.0,92.0,108.0,92.0,108.0,35.0,4.0,0,293,1,6,75,90,50,110,80,95,2,0,1
761,14,7,55.0,45.0,43.0,55.0,43.0,72.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,1
36,15,18,72.0,105.0,115.0,54.0,86.0,68.0,6.0,0,293,1,6,75,90,50,110,80,95,2,0,1
136,14,17,50.0,70.0,160.0,70.0,160.0,90.0,3.0,1,293,1,6,75,90,50,110,80,95,2,0,1
609,0,17,50.0,40.0,85.0,40.0,65.0,25.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,1
410,6,2,78.0,130.0,111.0,130.0,85.0,100.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,0
485,6,17,73.0,76.0,75.0,81.0,100.0,100.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,0
457,5,17,65.0,125.0,60.0,95.0,60.0,105.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,0
760,14,17,190.0,33.0,58.0,33.0,58.0,33.0,2.0,0,293,1,6,75,90,50,110,80,95,2,0,1
767,14,17,95.0,23.0,48.0,23.0,48.0,23.0,3.0,0,293,1,6,75,90,50,110,80,95,2,0,1
343,2,14,80.0,80.0,90.0,110.0,130.0,110.0,3.0,1,293,1,6,75,90,50,110,80,95,2,0,0
544,8,9,59.0,66.0,70.0,44.0,55.0,41.0,6.0,0,293,1,6,75,90,50,110,80,95,2,0,1
238,10,7,65.0,75.0,105.0,35.0,65.0,85.0,2.0,0,293,1,6,75,90,50,110,80,95,2,0,1
652,14,17,60.0,25.0,35.0,70.0,80.0,60.0,3.0,0,293,1,6,75,90,50,110,80,95,2,0,1
406,0,13,65.0,150.0,40.0,15.0,80.0,145.0,1.0,0,293,1,6,75,90,50,110,80,95,2,0,0
574,9,13,50.0,60.0,45.0,100.0,80.0,65.0,3.0,0,293,1,6,75,90,50,110,80,95,2,0,1
598,12,17,35.0,46.0,34.0,35.0,45.0,20.0,2.0,0,293,1,6,75,90,50,110,80,95,2,0,1
690,5,17,120.0,100.0,85.0,30.0,85.0,45.0,5.0,0,293,1,6,75,90,50,110,80,95,2,0,1
685,12,17,60.0,80.0,50.0,50.0,50.0,40.0,2.0,0,293,1,6,75,90,50,110,80,95,2,0,1
441,17,10,100.0,150.0,110.0,95.0,110.0,70.0,3.0,0,293,1,6,75,90,50,110,80,95,2,0,1
